Date,CPI,CORE_CPI,FED_RATE,UNEMPLOYMENT,NFP,RETAIL_SALES,INDUSTRIAL_PROD,PCE,PPI,BREAKEVEN
2022-08-31,,,,,,,,,,2.48
2022-09-01,296.349,298.226,2.56,3.5,153582.0,661854.0,101.2918,117.371,267.898,2.45
2022-09-02,,,,,,,,,,2.47
2022-09-05,,,,,,,,,,
2022-09-06,,,,,,,,,,2.48
2022-09-07,,,,,,,,,,2.45
2022-09-08,,,,,,,,,,2.41
2022-09-09,,,,,,,,,,2.42
2022-09-12,,,,,,,,,,2.42
2022-09-13,,,,,,,,,,2.44
2022-09-14,,,,,,,,,,2.46
2022-09-15,,,,,,,,,,2.43
2022-09-16,,,,,,,,,,2.38
2022-09-19,,,,,,,,,,2.34
2022-09-20,,,,,,,,,,2.4
2022-09-21,,,,,,,,,,2.38
2022-09-22,,,,,,,,,,2.41
2022-09-23,,,,,,,,,,2.37
2022-09-26,,,,,,,,,,2.32
2022-09-27,,,,,,,,,,2.33
2022-09-28,,,,,,,,,,2.33
2022-09-29,,,,,,,,,,2.19
2022-09-30,,,,,,,,,,2.15
2022-10-01,298.007,299.399,3.08,3.6,153939.0,668671.0,101.2529,117.919,265.061,
2022-10-03,,,,,,,,,,2.24
2022-10-04,,,,,,,,,,2.24
2022-10-05,,,,,,,,,,2.22
2022-10-06,,,,,,,,,,2.22
2022-10-07,,,,,,,,,,2.27
2022-10-10,,,,,,,,,,
2022-10-11,,,,,,,,,,2.31
2022-10-12,,,,,,,,,,2.29
2022-10-13,,,,,,,,,,2.34
2022-10-14,,,,,,,,,,2.41
2022-10-17,,,,,,,,,,2.45
2022-10-18,,,,,,,,,,2.41
2022-10-19,,,,,,,,,,2.42
2022-10-20,,,,,,,,,,2.51
2022-10-21,,,,,,,,,,2.52
2022-10-24,,,,,,,,,,2.59
2022-10-25,,,,,,,,,,2.51
2022-10-26,,,,,,,,,,2.44
2022-10-27,,,,,,,,,,2.45
2022-10-28,,,,,,,,,,2.51
2022-10-31,,,,,,,,,,2.52
2022-11-01,298.786,300.325,3.78,3.6,154242.0,659458.0,100.9552,118.224,263.157,2.51
2022-11-02,,,,,,,,,,2.53
2022-11-03,,,,,,,,,,2.4
2022-11-04,,,,,,,,,,2.48
2022-11-07,,,,,,,,,,2.53
2022-11-08,,,,,,,,,,2.5
2022-11-09,,,,,,,,,,2.42
2022-11-10,,,,,,,,,,2.39
2022-11-11,,,,,,,,,,
2022-11-14,,,,,,,,,,2.37
2022-11-15,,,,,,,,,,2.35
2022-11-16,,,,,,,,,,2.29
2022-11-17,,,,,,,,,,2.28
2022-11-18,,,,,,,,,,2.25
2022-11-21,,,,,,,,,,2.31
2022-11-22,,,,,,,,,,2.32
2022-11-23,,,,,,,,,,2.32
2022-11-24,,,,,,,,,,
2022-11-25,,,,,,,,,,2.32
2022-11-28,,,,,,,,,,2.26
2022-11-29,,,,,,,,,,2.25
2022-11-30,,,,,,,,,,2.34
2022-12-01,298.832,301.394,4.1,3.5,154342.0,651763.0,99.7664,118.384,257.897,2.36
2022-12-02,,,,,,,,,,2.43
2022-12-05,,,,,,,,,,2.39
2022-12-06,,,,,,,,,,2.31
2022-12-07,,,,,,,,,,2.26
2022-12-08,,,,,,,,,,2.28
2022-12-09,,,,,,,,,,2.26
2022-12-12,,,,,,,,,,2.28
2022-12-13,,,,,,,,,,2.24
2022-12-14,,,,,,,,,,2.19
2022-12-15,,,,,,,,,,2.16
2022-12-16,,,,,,,,,,2.13
2022-12-19,,,,,,,,,,2.15
2022-12-20,,,,,,,,,,2.24
2022-12-21,,,,,,,,,,2.27
2022-12-22,,,,,,,,,,2.19
2022-12-23,,,,,,,,,,2.2
2022-12-26,,,,,,,,,,
2022-12-27,,,,,,,,,,2.26
2022-12-28,,,,,,,,,,2.28
2022-12-29,,,,,,,,,,2.27
2022-12-30,,,,,,,,,,2.3
2023-01-01,300.42,302.642,4.33,3.5,154776.0,680253.0,100.505,119.018,260.227,
2023-01-02,,,,,,,,,,
2023-01-03,,,,,,,,,,2.26
2023-01-04,,,,,,,,,,2.22
2023-01-05,,,,,,,,,,2.22
2023-01-06,,,,,,,,,,2.21
2023-01-09,,,,,,,,,,2.22
2023-01-10,,,,,,,,,,2.24
2023-01-11,,,,,,,,,,2.23
2023-01-12,,,,,,,,,,2.21
2023-01-13,,,,,,,,,,2.18
2023-01-16,,,,,,,,,,
2023-01-17,,,,,,,,,,2.17
2023-01-18,,,,,,,,,,2.12
2023-01-19,,,,,,,,,,2.2
2023-01-20,,,,,,,,,,2.23
2023-01-23,,,,,,,,,,2.28
2023-01-24,,,,,,,,,,2.27
2023-01-25,,,,,,,,,,2.29
2023-01-26,,,,,,,,,,2.33
2023-01-27,,,,,,,,,,2.33
2023-01-30,,,,,,,,,,2.29
2023-01-31,,,,,,,,,,2.24
2023-02-01,301.45,304.123,4.57,3.6,155066.0,672152.0,100.6416,119.369,258.669,2.25
2023-02-02,,,,,,,,,,2.22
2023-02-03,,,,,,,,,,2.22
2023-02-06,,,,,,,,,,2.25
2023-02-07,,,,,,,,,,2.31
2023-02-08,,,,,,,,,,2.34
2023-02-09,,,,,,,,,,2.33
2023-02-10,,,,,,,,,,2.33
2023-02-13,,,,,,,,,,2.31
2023-02-14,,,,,,,,,,2.31
2023-02-15,,,,,,,,,,2.35
2023-02-16,,,,,,,,,,2.37
2023-02-17,,,,,,,,,,2.36
2023-02-20,,,,,,,,,,
2023-02-21,,,,,,,,,,2.42
2023-02-22,,,,,,,,,,2.41
2023-02-23,,,,,,,,,,2.39
2023-02-24,,,,,,,,,,2.38
2023-02-27,,,,,,,,,,2.36
2023-02-28,,,,,,,,,,2.43
2023-03-01,301.821,305.147,4.65,3.5,155134.0,665071.0,101.0205,119.538,257.062,2.44
2023-03-02,,,,,,,,,,2.48
2023-03-03,,,,,,,,,,2.52
2023-03-06,,,,,,,,,,2.49
2023-03-07,,,,,,,,,,2.38
2023-03-08,,,,,,,,,,2.32
2023-03-09,,,,,,,,,,2.3
2023-03-10,,,,,,,,,,2.26
2023-03-13,,,,,,,,,,2.24
2023-03-14,,,,,,,,,,2.31
2023-03-15,,,,,,,,,,2.29
2023-03-16,,,,,,,,,,2.22
2023-03-17,,,,,,,,,,2.1
2023-03-20,,,,,,,,,,2.14
2023-03-21,,,,,,,,,,2.23
2023-03-22,,,,,,,,,,2.28
2023-03-23,,,,,,,,,,2.19
2023-03-24,,,,,,,,,,2.22
2023-03-27,,,,,,,,,,2.24
2023-03-28,,,,,,,,,,2.31
2023-03-29,,,,,,,,,,2.33
2023-03-30,,,,,,,,,,2.34
2023-03-31,,,,,,,,,,2.32
2023-04-01,302.845,306.534,4.83,3.4,155375.0,670494.0,101.253,119.951,256.908,
2023-04-03,,,,,,,,,,2.29
2023-04-04,,,,,,,,,,2.25
2023-04-05,,,,,,,,,,2.23
2023-04-06,,,,,,,,,,2.24
2023-04-07,,,,,,,,,,2.25
2023-04-10,,,,,,,,,,2.27
2023-04-11,,,,,,,,,,2.29
2023-04-12,,,,,,,,,,2.27
2023-04-13,,,,,,,,,,2.29
2023-04-14,,,,,,,,,,2.3
2023-04-17,,,,,,,,,,2.32
2023-04-18,,,,,,,,,,2.28
2023-04-19,,,,,,,,,,2.28
2023-04-20,,,,,,,,,,2.26
2023-04-21,,,,,,,,,,2.28
2023-04-24,,,,,,,,,,2.28
2023-04-25,,,,,,,,,,2.25
2023-04-26,,,,,,,,,,2.25
2023-04-27,,,,,,,,,,2.27
2023-04-28,,,,,,,,,,2.18
2023-05-01,303.334,307.652,5.06,3.6,155655.0,673902.0,100.9286,120.15,253.67,2.23
2023-05-02,,,,,,,,,,2.2
2023-05-03,,,,,,,,,,2.2
2023-05-04,,,,,,,,,,2.19
2023-05-05,,,,,,,,,,2.21
2023-05-08,,,,,,,,,,2.23
2023-05-09,,,,,,,,,,2.23
2023-05-10,,,,,,,,,,2.17
2023-05-11,,,,,,,,,,2.16
2023-05-12,,,,,,,,,,2.18
2023-05-15,,,,,,,,,,2.19
2023-05-16,,,,,,,,,,2.19
2023-05-17,,,,,,,,,,2.22
2023-05-18,,,,,,,,,,2.23
2023-05-19,,,,,,,,,,2.24
2023-05-22,,,,,,,,,,2.24
2023-05-23,,,,,,,,,,2.26
2023-05-24,,,,,,,,,,2.25
2023-05-25,,,,,,,,,,2.25
2023-05-26,,,,,,,,,,2.23
2023-05-29,,,,,,,,,,
2023-05-30,,,,,,,,,,2.22
2023-05-31,,,,,,,,,,2.18
2023-06-01,304.014,308.322,5.08,3.6,155880.0,677117.0,100.1196,120.469,253.86,2.16
2023-06-02,,,,,,,,,,2.18
2023-06-05,,,,,,,,,,2.19
2023-06-06,,,,,,,,,,2.2
2023-06-07,,,,,,,,,,2.21
2023-06-08,,,,,,,,,,2.2
2023-06-09,,,,,,,,,,2.2
2023-06-12,,,,,,,,,,2.17
2023-06-13,,,,,,,,,,2.2
2023-06-14,,,,,,,,,,2.21
2023-06-15,,,,,,,,,,2.21
2023-06-16,,,,,,,,,,2.22
2023-06-19,,,,,,,,,,
2023-06-20,,,,,,,,,,2.22
2023-06-21,,,,,,,,,,2.21
2023-06-22,,,,,,,,,,2.24
2023-06-23,,,,,,,,,,2.21
2023-06-26,,,,,,,,,,2.18
2023-06-27,,,,,,,,,,2.2
2023-06-28,,,,,,,,,,2.18
2023-06-29,,,,,,,,,,2.2
2023-06-30,,,,,,,,,,2.22
2023-07-01,304.609,308.96,5.12,3.5,156043.0,678424.0,100.9067,120.607,253.835,
2023-07-03,,,,,,,,,,2.25
2023-07-04,,,,,,,,,,
2023-07-05,,,,,,,,,,2.26
2023-07-06,,,,,,,,,,2.27
2023-07-07,,,,,,,,,,2.27
2023-07-10,,,,,,,,,,2.25
2023-07-11,,,,,,,,,,2.24
2023-07-12,,,,,,,,,,2.26
2023-07-13,,,,,,,,,,2.24
2023-07-14,,,,,,,,,,2.24
2023-07-17,,,,,,,,,,2.25
2023-07-18,,,,,,,,,,2.23
2023-07-19,,,,,,,,,,2.22
2023-07-20,,,,,,,,,,2.35
2023-07-21,,,,,,,,,,2.35
2023-07-24,,,,,,,,,,2.38
2023-07-25,,,,,,,,,,2.39
2023-07-26,,,,,,,,,,2.36
2023-07-27,,,,,,,,,,2.37
2023-07-28,,,,,,,,,,2.38
2023-07-31,,,,,,,,,,2.37
2023-08-01,306.082,309.58,5.33,3.7,156261.0,684755.0,100.8393,120.97,257.68,2.37
2023-08-02,,,,,,,,,,2.36
2023-08-03,,,,,,,,,,2.37
2023-08-04,,,,,,,,,,2.38
2023-08-07,,,,,,,,,,2.41
2023-08-08,,,,,,,,,,2.36
2023-08-09,,,,,,,,,,2.34
2023-08-10,,,,,,,,,,2.33
2023-08-11,,,,,,,,,,2.36
2023-08-14,,,,,,,,,,2.36
2023-08-15,,,,,,,,,,2.32
2023-08-16,,,,,,,,,,2.32
2023-08-17,,,,,,,,,,2.33
2023-08-18,,,,,,,,,,2.32
2023-08-21,,,,,,,,,,2.34
2023-08-22,,,,,,,,,,2.35
2023-08-23,,,,,,,,,,2.35
2023-08-24,,,,,,,,,,2.32
2023-08-25,,,,,,,,,,2.33
2023-08-28,,,,,,,,,,2.3
2023-08-29,,,,,,,,,,2.29
2023-08-30,,,,,,,,,,2.26
2023-08-31,,,,,,,,,,2.24
2023-09-01,307.276,310.539,5.33,3.7,156417.0,689403.0,101.0211,121.419,258.934,2.26
2023-09-04,,,,,,,,,,
2023-09-05,,,,,,,,,,2.29
2023-09-06,,,,,,,,,,2.3
2023-09-07,,,,,,,,,,2.32
2023-09-08,,,,,,,,,,2.33
2023-09-11,,,,,,,,,,2.35
2023-09-12,,,,,,,,,,2.34
2023-09-13,,,,,,,,,,2.35
2023-09-14,,,,,,,,,,2.34
2023-09-15,,,,,,,,,,2.35
2023-09-18,,,,,,,,,,2.36
2023-09-19,,,,,,,,,,2.37
2023-09-20,,,,,,,,,,2.35
2023-09-21,,,,,,,,,,2.38
2023-09-22,,,,,,,,,,2.37
2023-09-25,,,,,,,,,,2.37
2023-09-26,,,,,,,,,,2.33
2023-09-27,,,,,,,,,,2.34
2023-09-28,,,,,,,,,,2.39
2023-09-29,,,,,,,,,,2.35
2023-10-01,307.696,311.457,5.33,3.9,156576.0,686148.0,100.4689,121.484,255.192,
2023-10-02,,,,,,,,,,2.35
2023-10-03,,,,,,,,,,2.36
2023-10-04,,,,,,,,,,2.33
2023-10-05,,,,,,,,,,2.31
2023-10-06,,,,,,,,,,2.31
2023-10-09,,,,,,,,,,
2023-10-10,,,,,,,,,,2.32
2023-10-11,,,,,,,,,,2.32
2023-10-12,,,,,,,,,,2.34
2023-10-13,,,,,,,,,,2.34
2023-10-16,,,,,,,,,,2.38
2023-10-17,,,,,,,,,,2.41
2023-10-18,,,,,,,,,,2.44
2023-10-19,,,,,,,,,,2.49
2023-10-20,,,,,,,,,,2.47
2023-10-23,,,,,,,,,,2.41
2023-10-24,,,,,,,,,,2.4
2023-10-25,,,,,,,,,,2.43
2023-10-26,,,,,,,,,,2.42
2023-10-27,,,,,,,,,,2.42
2023-10-30,,,,,,,,,,2.44
2023-10-31,,,,,,,,,,2.42
2023-11-01,308.148,312.392,5.33,3.7,156703.0,685328.0,100.8639,121.493,252.856,2.41
2023-11-02,,,,,,,,,,2.4
2023-11-03,,,,,,,,,,2.39
2023-11-06,,,,,,,,,,2.42
2023-11-07,,,,,,,,,,2.39
2023-11-08,,,,,,,,,,2.34
2023-11-09,,,,,,,,,,2.33
2023-11-10,,,,,,,,,,2.32
2023-11-13,,,,,,,,,,2.31
2023-11-14,,,,,,,,,,2.28
2023-11-15,,,,,,,,,,2.31
2023-11-16,,,,,,,,,,2.27
2023-11-17,,,,,,,,,,2.28
2023-11-20,,,,,,,,,,2.3
2023-11-21,,,,,,,,,,2.25
2023-11-22,,,,,,,,,,2.26
2023-11-23,,,,,,,,,,
2023-11-24,,,,,,,,,,2.26
2023-11-27,,,,,,,,,,2.21
2023-11-28,,,,,,,,,,2.22
2023-11-29,,,,,,,,,,2.21
2023-11-30,,,,,,,,,,2.23
2023-12-01,308.741,313.195,5.33,3.8,156857.0,686277.0,100.6031,121.66,249.866,2.22
2023-12-04,,,,,,,,,,2.21
2023-12-05,,,,,,,,,,2.17
2023-12-06,,,,,,,,,,2.14
2023-12-07,,,,,,,,,,2.17
2023-12-08,,,,,,,,,,2.21
2023-12-11,,,,,,,,,,2.19
2023-12-12,,,,,,,,,,2.16
2023-12-13,,,,,,,,,,2.16
2023-12-14,,,,,,,,,,2.22
2023-12-15,,,,,,,,,,2.22
2023-12-18,,,,,,,,,,2.21
2023-12-19,,,,,,,,,,2.19
2023-12-20,,,,,,,,,,2.19
2023-12-21,,,,,,,,,,2.19
2023-12-22,,,,,,,,,,2.19
2023-12-25,,,,,,,,,,
2023-12-26,,,,,,,,,,2.18
2023-12-27,,,,,,,,,,2.15
2023-12-28,,,,,,,,,,2.16
2023-12-29,,,,,,,,,,2.16
2024-01-01,309.698,314.319,5.33,3.7,157032.0,680456.0,99.2223,122.23,251.306,
2024-01-02,,,,,,,,,,2.21
2024-01-03,,,,,,,,,,2.2
2024-01-04,,,,,,,,,,2.22
2024-01-05,,,,,,,,,,2.22
2024-01-08,,,,,,,,,,2.22
2024-01-09,,,,,,,,,,2.22
2024-01-10,,,,,,,,,,2.22
2024-01-11,,,,,,,,,,2.22
2024-01-12,,,,,,,,,,2.27
2024-01-15,,,,,,,,,,
2024-01-16,,,,,,,,,,2.3
2024-01-17,,,,,,,,,,2.3
2024-01-18,,,,,,,,,,2.34
2024-01-19,,,,,,,,,,2.34
2024-01-22,,,,,,,,,,2.31
2024-01-23,,,,,,,,,,2.29
2024-01-24,,,,,,,,,,2.3
2024-01-25,,,,,,,,,,2.29
2024-01-26,,,,,,,,,,2.3
2024-01-29,,,,,,,,,,2.3
2024-01-30,,,,,,,,,,2.26
2024-01-31,,,,,,,,,,2.26
2024-02-01,310.967,315.564,5.33,3.9,157238.0,685280.0,100.285,122.598,254.926,2.19
2024-02-02,,,,,,,,,,2.21
2024-02-05,,,,,,,,,,2.27
2024-02-06,,,,,,,,,,2.24
2024-02-07,,,,,,,,,,2.23
2024-02-08,,,,,,,,,,2.24
2024-02-09,,,,,,,,,,2.25
2024-02-12,,,,,,,,,,2.24
2024-02-13,,,,,,,,,,2.29
2024-02-14,,,,,,,,,,2.3
2024-02-15,,,,,,,,,,2.3
2024-02-16,,,,,,,,,,2.33
2024-02-19,,,,,,,,,,
2024-02-20,,,,,,,,,,2.32
2024-02-21,,,,,,,,,,2.34
2024-02-22,,,,,,,,,,2.31
2024-02-23,,,,,,,,,,2.3
2024-02-26,,,,,,,,,,2.31
2024-02-27,,,,,,,,,,2.32
2024-02-28,,,,,,,,,,2.33
2024-02-29,,,,,,,,,,2.33
2024-03-01,312.345,316.792,5.33,3.9,157466.0,687641.0,100.4575,123.038,255.095,2.32
2024-03-04,,,,,,,,,,2.34
2024-03-05,,,,,,,,,,2.32
2024-03-06,,,,,,,,,,2.3
2024-03-07,,,,,,,,,,2.28
2024-03-08,,,,,,,,,,2.28
2024-03-11,,,,,,,,,,2.27
2024-03-12,,,,,,,,,,2.3
2024-03-13,,,,,,,,,,2.3
2024-03-14,,,,,,,,,,2.3
2024-03-15,,,,,,,,,,2.32
2024-03-18,,,,,,,,,,2.31
2024-03-19,,,,,,,,,,2.3
2024-03-20,,,,,,,,,,2.31
2024-03-21,,,,,,,,,,2.34
2024-03-22,,,,,,,,,,2.35
2024-03-25,,,,,,,,,,2.33
2024-03-26,,,,,,,,,,2.32
2024-03-27,,,,,,,,,,2.32
2024-03-28,,,,,,,,,,2.32
2024-03-29,,,,,,,,,,
2024-04-01,313.023,317.649,5.33,3.9,157530.0,687602.0,100.2434,123.341,256.978,2.35
2024-04-02,,,,,,,,,,2.36
2024-04-03,,,,,,,,,,2.36
2024-04-04,,,,,,,,,,2.34
2024-04-05,,,,,,,,,,2.37
2024-04-08,,,,,,,,,,2.38
2024-04-09,,,,,,,,,,2.36
2024-04-10,,,,,,,,,,2.4
2024-04-11,,,,,,,,,,2.4
2024-04-12,,,,,,,,,,2.39
2024-04-15,,,,,,,,,,2.43
2024-04-16,,,,,,,,,,2.43
2024-04-17,,,,,,,,,,2.39
2024-04-18,,,,,,,,,,2.4
2024-04-19,,,,,,,,,,2.41
2024-04-22,,,,,,,,,,2.41
2024-04-23,,,,,,,,,,2.41
2024-04-24,,,,,,,,,,2.41
2024-04-25,,,,,,,,,,2.42
2024-04-26,,,,,,,,,,2.43
2024-04-29,,,,,,,,,,2.41
2024-04-30,,,,,,,,,,2.41
2024-05-01,313.175,318.095,5.33,3.9,157608.0,692774.0,100.863,123.348,255.313,2.38
2024-05-02,,,,,,,,,,2.37
2024-05-03,,,,,,,,,,2.35
2024-05-06,,,,,,,,,,2.35
2024-05-07,,,,,,,,,,2.32
2024-05-08,,,,,,,,,,2.31
2024-05-09,,,,,,,,,,2.32
2024-05-10,,,,,,,,,,2.34
2024-05-13,,,,,,,,,,2.33
2024-05-14,,,,,,,,,,2.33
2024-05-15,,,,,,,,,,2.31
2024-05-16,,,,,,,,,,2.31
2024-05-17,,,,,,,,,,2.32
2024-05-20,,,,,,,,,,2.33
2024-05-21,,,,,,,,,,2.32
2024-05-22,,,,,,,,,,2.33
2024-05-23,,,,,,,,,,2.3
2024-05-24,,,,,,,,,,2.32
2024-05-27,,,,,,,,,,
2024-05-28,,,,,,,,,,2.34
2024-05-29,,,,,,,,,,2.36
2024-05-30,,,,,,,,,,2.36
2024-05-31,,,,,,,,,,2.35
2024-06-01,313.044,318.39,5.33,4.1,157695.0,692449.0,100.894,123.539,255.914,
2024-06-03,,,,,,,,,,2.33
2024-06-04,,,,,,,,,,2.31
2024-06-05,,,,,,,,,,2.3
2024-06-06,,,,,,,,,,2.28
2024-06-07,,,,,,,,,,2.3
2024-06-10,,,,,,,,,,2.31
2024-06-11,,,,,,,,,,2.27
2024-06-12,,,,,,,,,,2.22
2024-06-13,,,,,,,,,,2.21
2024-06-14,,,,,,,,,,2.17
2024-06-17,,,,,,,,,,2.22
2024-06-18,,,,,,,,,,2.21
2024-06-19,,,,,,,,,,
2024-06-20,,,,,,,,,,2.25
2024-06-21,,,,,,,,,,2.23
2024-06-24,,,,,,,,,,2.22
2024-06-25,,,,,,,,,,2.22
2024-06-26,,,,,,,,,,2.26
2024-06-27,,,,,,,,,,2.26
2024-06-28,,,,,,,,,,2.28
2024-07-01,313.569,318.94,5.33,4.2,157748.0,698835.0,99.9757,123.736,257.321,2.32
2024-07-02,,,,,,,,,,2.3
2024-07-03,,,,,,,,,,2.27
2024-07-04,,,,,,,,,,
2024-07-05,,,,,,,,,,2.28
2024-07-08,,,,,,,,,,2.27
2024-07-09,,,,,,,,,,2.26
2024-07-10,,,,,,,,,,2.27
2024-07-11,,,,,,,,,,2.25
2024-07-12,,,,,,,,,,2.24
2024-07-15,,,,,,,,,,2.27
2024-07-16,,,,,,,,,,2.26
2024-07-17,,,,,,,,,,2.26
2024-07-18,,,,,,,,,,2.31
2024-07-19,,,,,,,,,,2.32
2024-07-22,,,,,,,,,,2.3
2024-07-23,,,,,,,,,,2.29
2024-07-24,,,,,,,,,,2.28
2024-07-25,,,,,,,,,,2.28
2024-07-26,,,,,,,,,,2.27
2024-07-29,,,,,,,,,,2.25
2024-07-30,,,,,,,,,,2.25
2024-07-31,,,,,,,,,,2.24
2024-08-01,314.062,319.75,5.33,4.2,157757.0,697039.0,100.4309,123.889,255.463,2.2
2024-08-02,,,,,,,,,,2.04
2024-08-05,,,,,,,,,,2.07
2024-08-06,,,,,,,,,,2.12
2024-08-07,,,,,,,,,,2.11
2024-08-08,,,,,,,,,,2.12
2024-08-09,,,,,,,,,,2.1
2024-08-12,,,,,,,,,,2.11
2024-08-13,,,,,,,,,,2.09
2024-08-14,,,,,,,,,,2.06
2024-08-15,,,,,,,,,,2.12
2024-08-16,,,,,,,,,,2.08
2024-08-19,,,,,,,,,,2.07
2024-08-20,,,,,,,,,,2.07
2024-08-21,,,,,,,,,,2.07
2024-08-22,,,,,,,,,,2.1
2024-08-23,,,,,,,,,,2.13
2024-08-26,,,,,,,,,,2.15
2024-08-27,,,,,,,,,,2.15
2024-08-28,,,,,,,,,,2.15
2024-08-29,,,,,,,,,,2.16
2024-08-30,,,,,,,,,,2.15
2024-09-01,314.732,320.732,5.13,4.1,157912.0,703055.0,99.8084,124.164,252.682,
2024-09-02,,,,,,,,,,
2024-09-03,,,,,,,,,,2.11
2024-09-04,,,,,,,,,,2.07
2024-09-05,,,,,,,,,,2.03
2024-09-06,,,,,,,,,,2.03
2024-09-09,,,,,,,,,,2.04
2024-09-10,,,,,,,,,,2.02
2024-09-11,,,,,,,,,,2.04
2024-09-12,,,,,,,,,,2.05
2024-09-13,,,,,,,,,,2.08
2024-09-16,,,,,,,,,,2.09
2024-09-17,,,,,,,,,,2.12
2024-09-18,,,,,,,,,,2.12
2024-09-19,,,,,,,,,,2.17
2024-09-20,,,,,,,,,,2.15
2024-09-23,,,,,,,,,,2.17
2024-09-24,,,,,,,,,,2.19
2024-09-25,,,,,,,,,,2.18
2024-09-26,,,,,,,,,,2.16
2024-09-27,,,,,,,,,,2.15
2024-09-30,,,,,,,,,,2.18
2024-10-01,315.631,321.731,4.83,4.1,157945.0,708290.0,99.4695,124.494,253.081,2.19
2024-10-02,,,,,,,,,,2.21
2024-10-03,,,,,,,,,,2.21
2024-10-04,,,,,,,,,,2.23
2024-10-07,,,,,,,,,,2.27
2024-10-08,,,,,,,,,,2.27
2024-10-09,,,,,,,,,,2.29
2024-10-10,,,,,,,,,,2.33
2024-10-11,,,,,,,,,,2.33
2024-10-14,,,,,,,,,,
2024-10-15,,,,,,,,,,2.28
2024-10-16,,,,,,,,,,2.27
2024-10-17,,,,,,,,,,2.3
2024-10-18,,,,,,,,,,2.31
2024-10-21,,,,,,,,,,2.31
2024-10-22,,,,,,,,,,2.33
2024-10-23,,,,,,,,,,2.31
2024-10-24,,,,,,,,,,2.3
2024-10-25,,,,,,,,,,2.29
2024-10-28,,,,,,,,,,2.29
2024-10-29,,,,,,,,,,2.3
2024-10-30,,,,,,,,,,2.34
2024-10-31,,,,,,,,,,2.33
2024-11-01,316.528,322.657,4.64,4.2,158079.0,711853.0,99.2925,124.637,253.211,2.33
2024-11-04,,,,,,,,,,2.28
2024-11-05,,,,,,,,,,2.27
2024-11-06,,,,,,,,,,2.38
2024-11-07,,,,,,,,,,2.33
2024-11-08,,,,,,,,,,2.35
2024-11-11,,,,,,,,,,
2024-11-12,,,,,,,,,,2.35
2024-11-13,,,,,,,,,,2.35
2024-11-14,,,,,,,,,,2.33
2024-11-15,,,,,,,,,,2.33
2024-11-18,,,,,,,,,,2.34
2024-11-19,,,,,,,,,,2.34
2024-11-20,,,,,,,,,,2.35
2024-11-21,,,,,,,,,,2.34
2024-11-22,,,,,,,,,,2.34
2024-11-25,,,,,,,,,,2.29
2024-11-26,,,,,,,,,,2.28
2024-11-27,,,,,,,,,,2.26
2024-11-28,,,,,,,,,,
2024-11-29,,,,,,,,,,2.26
2024-12-01,317.604,323.259,4.48,4.1,158316.0,717265.0,100.3273,124.979,253.423,
2024-12-02,,,,,,,,,,2.26
2024-12-03,,,,,,,,,,2.28
2024-12-04,,,,,,,,,,2.29
2024-12-05,,,,,,,,,,2.25
2024-12-06,,,,,,,,,,2.24
2024-12-09,,,,,,,,,,2.27
2024-12-10,,,,,,,,,,2.29
2024-12-11,,,,,,,,,,2.3
2024-12-12,,,,,,,,,,2.32
2024-12-13,,,,,,,,,,2.33
2024-12-16,,,,,,,,,,2.32
2024-12-17,,,,,,,,,,2.31
2024-12-18,,,,,,,,,,2.32
2024-12-19,,,,,,,,,,2.29
2024-12-20,,,,,,,,,,2.29
2024-12-23,,,,,,,,,,2.32
2024-12-24,,,,,,,,,,2.35
2024-12-25,,,,,,,,,,
2024-12-26,,,,,,,,,,2.35
2024-12-27,,,,,,,,,,2.34
2024-12-30,,,,,,,,,,2.31
2024-12-31,,,,,,,,,,2.34
